skill,num,meansal,cumul,id
Robotic Systems,12,29120,96.93331548851502,specialized
Sales Order Processing,12,69000,96.93646457409929,specialized
Service Desk Management,12,87788.26666666666,96.93961365968357,specialized
SketchUp,12,45371.42857142857,96.94276274526784,specialized
Software Issue Resolution,12,33009.6,96.94591183085211,specialized
SonarQube,12,110000,96.9490609164364,specialized
Structural Failure Analysis,12,29120,96.95221000202066,specialized
Surgical Technician,12,40968.333333333336,96.95535908760493,specialized
Symantec Packages,12,54750,96.95850817318922,specialized
Technical Recruiting,12,71000,96.96165725877349,specialized
Technical Sales,12,32800,96.96480634435775,specialized
Tire Rotations,12,39480,96.96795542994204,specialized
Tool Sockets,12,39660.94,96.9711045155263,specialized
Tub Installation,12,25628.571428571428,96.97425360111058,specialized
UPX,12,NaN,96.97740268669484,specialized
Wet Chemistry,12,58880,96.98055177227913,specialized
Yard Management,12,22253.333333333332,96.9837008578634,specialized
Ability to Communicate Medical Terminology,11,39500,96.98658751964898,specialized
Advertising Strategy,11,42620.71428571428,96.98947418143456,specialized
ArcSight,11,41000,96.99236084322015,specialized
AWS Redshift,11,NaN,96.99524750500574,specialized
Beverage Industry knowledge,11,NaN,96.99813416679132,specialized
Boating Safety,11,20390.933333333334,97.0010208285769,specialized
Brush Hogs,11,32000,97.00390749036248,specialized
Caching,11,73073.2,97.00679415214807,specialized
Capability Maturity Model (CMM),11,54500,97.00968081393366,specialized
Carpet Installation,11,88506.4,97.01256747571924,specialized
Case Preparation,11,NaN,97.01545413750482,specialized
Cisco Routing,11,82000,97.0183407992904,specialized
Clinical Development,11,NaN,97.021227461076,specialized
Cluster Analysis,11,NaN,97.02411412286158,specialized
Construction Documentation,11,50000,97.02700078464716,specialized
Control System Design,11,NaN,97.02988744643274,specialized
Copier Maintenance,11,24960,97.03277410821832,specialized
Cost Efficiency,11,37982.5,97.03566077000391,specialized
CyberArk,11,136000,97.0385474317895,specialized
Database Upgrade,11,49000,97.04143409357508,specialized
Dental Equipment,11,54633.875,97.04432075536066,specialized
Derivatives,11,81000,97.04720741714624,specialized
Desoldering,11,38600,97.05009407893183,specialized
Digital Photography,11,33569.4,97.05298074071742,specialized
Direct Store Delivery (DSD),11,37000,97.055867402503,specialized
Display Set-Up,11,22582.85714285714,97.05875406428858,specialized
Economic Analysis,11,182000,97.06164072607416,specialized
Electrical System Design,11,50000,97.06452738785975,specialized
Electronic Wire Transfer,11,NaN,97.06741404964534,specialized
Endoscopy,11,39033,97.07030071143092,specialized
Energy Audits,11,NaN,97.0731873732165,specialized
ENOVIA,11,NaN,97.07607403500208,specialized
Environmental Sustainability,11,62500,97.07896069678768,specialized
Financial Industry Knowledge,11,99000,97.08184735857326,specialized
Flatbed Trucks,11,30670.628571428573,97.08473402035884,specialized
Fluid Mechanics,11,88379.16666666667,97.08762068214442,specialized
Forensic Science,11,43391.6,97.09050734393,specialized
Fuel Filter Replacement,11,54000,97.0933940057156,specialized
Group policy,11,44424,97.09628066750118,specialized
Hazardous Material Identification,11,22672,97.09916732928676,specialized
Health Care Industry Knowledge,11,39947.555555555555,97.10205399107234,specialized
Health Programs,11,35000,97.10494065285792,specialized
Hearing Test,11,58304,97.10782731464352,specialized
Home Improvement Industry Knowledge,11,29000,97.1107139764291,specialized
ICD-9-CM Coding,11,30000,97.11360063821468,specialized
Inductive Logic,11,54666.666666666664,97.11648730000026,specialized
Industrial Electrical Experience,11,37000,97.11937396178584,specialized
Instrumentation Design,11,72625,97.12226062357144,specialized
Joint Personnel Adjudication System (JPAS),11,45000,97.12514728535702,specialized
Kibana,11,137676.5,97.1280339471426,specialized
Laboratory Safety And Chemical Hygiene Plan,11,41329.333333333336,97.13092060892818,specialized
Logistics Engineering,11,NaN,97.13380727071376,specialized
Machine Oiling,11,25543.2,97.13669393249936,specialized
Macromedia Fireworks,11,27538,97.13958059428494,specialized
Mail Distribution,11,40220,97.14246725607052,specialized
Malaria Diagnosis / Treatment,11,57290.5,97.1453539178561,specialized
Medical Equipment Industry Knowledge,11,27520,97.14824057964168,specialized
Medical Sales,11,36326.666666666664,97.15112724142728,specialized
Megger Meter,11,49000,97.15401390321286,specialized
Metal Forming,11,25746.666666666668,97.15690056499844,specialized
Motherboards,11,44880,97.15978722678402,specialized
Optimal Inventory Levels,11,56166.666666666664,97.1626738885696,specialized
Oracle E-Business Suite Financials,11,72248.6,97.1655605503552,specialized
Patient Assistance,11,28333.333333333332,97.16844721214078,specialized
Patient Flow,11,27380,97.17133387392636,specialized
PH Meters,11,38880,97.17422053571194,specialized
Photonics,11,NaN,97.17710719749752,specialized
Pneumatic Hammers,11,26728,97.17999385928312,specialized
Port Operations,11,48382.5,97.1828805210687,specialized
Power Plant Systems,11,63000,97.18576718285428,specialized
Process Field Bus (PROFIBUS),11,45760,97.18865384463986,specialized
Procurement Order Cycle (POC),11,65537,97.19154050642544,specialized
Provide Technical Support To Engineers,11,51748.39,97.19442716821104,specialized
Psychiatry,11,55000,97.19731382999662,specialized
Real Estate Sales,11,51333.333333333336,97.2002004917822,specialized
Resource Conservation,11,26693.333333333332,97.20308715356778,specialized
Roadside Assistance,11,21600,97.20597381535336,specialized
Sales Strategy,11,59300,97.20886047713896,specialized
Securities,11,130000,97.21174713892454,specialized
Shipping through UPS,11,26013.333333333332,97.21463380071012,specialized
Sledgehammers,11,27034.933333333334,97.2175204624957,specialized
Social Media Platforms,11,34672,97.22040712428128,specialized
Social Services Industry Knowledge,11,48445.71428571428,97.22329378606688,specialized
Strategic Management,11,57384.225,97.22618044785246,specialized
Strategic Partnerships,11,57000,97.22906710963804,specialized
Stress Testing,11,126000,97.23195377142362,specialized
Supply Ordering,11,39560,97.2348404332092,specialized
Surgical Services,11,25000,97.2377270949948,specialized
Talent Management,11,64392,97.24061375678038,specialized
Technology-Based Solutions,11,38000,97.24350041856596,specialized
TIBCO,11,44200,97.24638708035154,specialized
Toxicology,11,45333.333333333336,97.24927374213712,specialized
Transcoding,11,NaN,97.25216040392272,specialized
Transit Systems,11,56545.6,97.2550470657083,specialized
Unigraphics,11,47500,97.25793372749388,specialized
Variance Analysis,11,76600,97.26082038927946,specialized
Water Heater Repair,11,36680,97.26370705106504,specialized
Wildlife Management,11,32063.75,97.26659371285064,specialized
WinDbg,11,120000,97.26948037463622,specialized
Window Treatments,11,37008,97.2723670364218,specialized
YAML,11,77133.33333333333,97.27525369820738,specialized
Zabbix,11,NaN,97.27814035999296,specialized
Access and/or Egress Control,10,67000,97.28076459797987,specialized
Ad Operations,10,72181,97.28338883596676,specialized
Administration of accounts,10,NaN,97.28601307395365,specialized
Air Quality Standards,10,45230,97.28863731194055,specialized
Animation,10,54379.4625,97.29126154992744,specialized
API Management,10,75000,97.29388578791433,specialized
Atlassian Bamboo,10,53000,97.29651002590123,specialized
Auditing Standards,10,46754.666666666664,97.29913426388812,specialized
Bath Hardware,10,33000,97.30175850187501,specialized
Behavior-Driven Development (BDD),10,111800,97.30438273986191,specialized
Biomedical Research,10,49000,97.3070069778488,specialized
Bootstrapping,10,87666.66666666667,97.30963121583571,specialized
Brand Loyalty,10,20238.4,97.3122554538226,specialized
Business Continuity Planning,10,81250,97.3148796918095,specialized
CA Endevor,10,91520,97.31750392979639,specialized
Cabinet Repair,10,27820,97.32012816778328,specialized
Circuit Testers,10,27414,97.32275240577017,specialized
Cloudera,10,104000,97.32537664375707,specialized
Co-Pay Collection,10,NaN,97.32800088174396,specialized
Code Division Multiple Access (CDMA),10,41059.5,97.33062511973085,specialized
Concrete Finishing,10,38619.44285714286,97.33324935771775,specialized
ControlNet,10,NaN,97.33587359570464,specialized
Crack Sealing,10,87960.35,97.33849783369155,specialized
Crystal Reports,10,41365,97.34112207167844,specialized
Customer Service Enhancement,10,72965,97.34374630966533,specialized
Davis-Bacon Act,10,74000,97.34637054765223,specialized
Demographic Research,10,40000,97.34899478563912,specialized
Digital Marketing,10,49000,97.35161902362601,specialized
Environmental Concerns,10,64269,97.35424326161291,specialized
Equipment Rental Industry Knowledge,10,53965.25,97.3568674995998,specialized
Ethanol,10,NaN,97.3594917375867,specialized
Financial Services Industry Experience,10,82212,97.36211597557359,specialized
Hadoop Cloudera,10,104000,97.36474021356048,specialized
Illness Prevention,10,27004,97.36736445154739,specialized
Information Retrieval,10,34800,97.36998868953428,specialized
Injection Molding,10,69000,97.37261292752117,specialized
Interior Trim,10,33000,97.37523716550807,specialized
Landfill Gas Collection,10,NaN,97.37786140349496,specialized
Landfill Operations,10,41491.96666666667,97.38048564148185,specialized
Level design,10,68720.1,97.38310987946875,specialized
Lidar,10,36264,97.38573411745564,specialized
Loan Origination,10,81706.5,97.38835835544253,specialized
Machine Assembly,10,32553.333333333332,97.39098259342943,specialized
Machine Code,10,55000,97.39360683141632,specialized
Mammography,10,117680,97.39623106940323,specialized
Market Pricing,10,28000,97.39885530739012,specialized
Mass Spectrometry,10,61600,97.40147954537701,specialized
Maven,10,90000,97.40410378336391,specialized
Medical Equipment Troubleshooting,10,31200,97.4067280213508,specialized
Medication Administration,10,23666.666666666668,97.4093522593377,specialized
Meteorology,10,105862.75,97.41197649732459,specialized
Microsoft SCCM,10,55545,97.41460073531148,specialized
Milling,10,NaN,97.41722497329837,specialized
Mixed-Signal,10,NaN,97.41984921128527,specialized
Mockups,10,NaN,97.42247344927216,specialized
Network Transformation,10,115000,97.42509768725907,specialized
Order to Cash Processing,10,NaN,97.42772192524596,specialized
PC Platform,10,48000,97.43034616323285,specialized
Pegasus,10,26000,97.43297040121975,specialized
Personally Identifiable Information,10,57132.8,97.43559463920664,specialized
Photography,10,47457.333333333336,97.43821887719353,specialized
Piping Diagrams,10,60000,97.44084311518043,specialized
Planters,10,23679.2,97.44346735316732,specialized
Profit and Loss Statements,10,59000,97.44609159115421,specialized
Pruning Saws,10,23920,97.44871582914111,specialized
Recycling Equipment,10,34127.2,97.451340067128,specialized
Regression Algorithms,10,NaN,97.45396430511491,specialized
SAP Security,10,58560,97.4565885431018,specialized
SGML,10,43500,97.4592127810887,specialized
Shingle,10,33816.28,97.46183701907559,specialized
Simultaneous Localization and Mapping (SLAM),10,43000,97.46446125706248,specialized
Software Customizations,10,65000,97.46708549504937,specialized
Software Maintenance,10,68145.33333333333,97.46970973303627,specialized
SOLR,10,NaN,97.47233397102316,specialized
Staff Maintenance,10,27601.6,97.47495820901005,specialized
Taleo,10,NaN,97.47758244699695,specialized
Technical Record-Keeping,10,NaN,97.48020668498384,specialized
Tennis,10,21710,97.48283092297075,specialized
TensorFlow,10,80000,97.48545516095764,specialized
Test Procedure Development,10,NaN,97.48807939894454,specialized
Tire Installation,10,28446.666666666668,97.49070363693143,specialized
Torque Wrench,10,47145.5,97.49332787491832,specialized
Tower Climbing,10,52586.666666666664,97.49595211290521,specialized
Transaction Processing,10,31330,97.49857635089211,specialized
Usability Testing,10,43000,97.501200588879,specialized
Video streaming,10,67357.33333333333,97.5038248268659,specialized
Visual Displays,10,50598,97.50644906485279,specialized
VMware Server,10,45320,97.50907330283968,specialized
Waste Treatment,10,49120,97.51169754082659,specialized
Weeding,10,22710.08,97.51432177881348,specialized
Account Adjustment,9,42255,97.51668359300169,specialized
Activities of Daily Living (ADLS),9,24000,97.51904540718989,specialized
ADLs Assistance,9,24000,97.5214072213781,specialized
Air Freight,9,35666.666666666664,97.5237690355663,specialized
Ansys,9,NaN,97.52613084975451,specialized
Anti Money Laundering (AML),9,105400,97.52849266394271,specialized
Apache Ant,9,27000,97.53085447813092,specialized
AppDynamics,9,53000,97.53321629231912,specialized
Appium,9,NaN,97.53557810650732,specialized
Automated Procurement Process,9,55189.57777777778,97.53793992069552,specialized
Bayesian Networks,9,NaN,97.54030173488373,specialized
Belt Conveyors,9,30020,97.54266354907193,specialized
Bicycle Planning,9,58682.75,97.54502536326014,specialized
Biochemical and Cell-Based Assays,9,58880,97.54738717744834,specialized
Boat Handling,9,23034.56,97.54974899163655,specialized
Cardiology,9,59455.333333333336,97.55211080582475,specialized
Caulking Equipment,9,62144,97.55447262001296,specialized
CCAR Regulatory Rules,9,NaN,97.55683443420116,specialized
Certified Wireless Network Administrator (CWNA),9,NaN,97.55919624838937,specialized
Chop Saw,9,35000,97.56155806257757,specialized
Ciena,9,NaN,97.56391987676578,specialized
Color Theory,9,22000,97.56628169095399,specialized
Communications Industry Knowledge,9,40266.666666666664,97.56864350514219,specialized
Concrete Placement,9,36854.42857142857,97.5710053193304,specialized
Concur Travel and Expense,9,50220,97.5733671335186,specialized
Contact Management,9,41300,97.5757289477068,specialized
Contract Processing,9,62932.4,97.57809076189501,specialized
Convolutional Neural Network (CNN),9,NaN,97.58045257608322,specialized
Customer Meeting Organization,9,34000,97.58281439027142,specialized
Data Management Platform (DMP),9,37440,97.58517620445963,specialized
Differential Equations,9,NaN,97.58753801864783,specialized
Digital Radiography,9,50000,97.58989983283604,specialized
Distribution Center Planning,9,NaN,97.59226164702424,specialized
EEO Compliance,9,60500,97.59462346121245,specialized
Electrical Power Distribution Equipment,9,NaN,97.59698527540066,specialized
Electrician Assistance,9,27040,97.59934708958886,specialized
Electrocardiogram (EKG / ECG),9,48100.25,97.60170890377707,specialized
EMT Bending,9,35333.333333333336,97.60407071796527,specialized
Environmental Permitting,9,63553.26666666666,97.60643253215348,specialized
Factorytalk,9,NaN,97.60879434634168,specialized
Fault Codes,9,54000,97.61115616052989,specialized
Final Sketches,9,NaN,97.61351797471809,specialized
Financial Accounting,9,42578.4,97.6158797889063,specialized
Financial Forecasting,9,76037.46,97.6182416030945,specialized
Fiscal Management,9,84831.48333333334,97.62060341728271,specialized
Food Service Sanitation,9,21000,97.62296523147091,specialized
General Retail Practices,9,38751,97.62532704565912,specialized
Gradle,9,90000,97.62768885984732,specialized
Health and Human Services,9,57620,97.63005067403553,specialized
Incident Command System,9,43576.8625,97.63241248822374,specialized
Industrial control system,9,78862,97.63477430241194,specialized
Infor Software,9,56691.6,97.63713611660015,specialized
Internet Hosting,9,35000,97.63949793078835,specialized
Intrusion Prevention System (IPS),9,69598.4,97.64185974497656,specialized
Investment Management,9,56547.333333333336,97.64422155916476,specialized
Laser Cutting,9,31034.057142857142,97.64658337335297,specialized
Linear Algebra,9,NaN,97.64894518754117,specialized
Machine Shop Practices,9,NaN,97.65130700172938,specialized
Media Planning,9,53500,97.65366881591758,specialized
Medium Voltage Power Distribution,9,48764,97.65603063010579,specialized
Microsoft TFS,9,58500,97.658392444294,specialized
Natural Gas Industry Knowledge,9,55353,97.6607542584822,specialized
Oil Containment Boom,9,49878.4,97.6631160726704,specialized
Open Web Application Security Project (OWASP),9,57000,97.6654778868586,specialized
Oracle Fixed Assets,9,52000,97.6678397010468,specialized
Overcoming Obstacles,9,NaN,97.67020151523501,specialized
Parenting,9,49146.666666666664,97.67256332942321,specialized
Payment Processing,9,31850.083333333332,97.67492514361142,specialized
Pedestrian Planning,9,58682.75,97.67728695779962,specialized
Pediatrics,9,31273.333333333332,97.67964877198783,specialized
Pest Control Industry Knowledge,9,41000,97.68201058617603,specialized
Physical Disability,9,73055,97.68437240036424,specialized
Pipe - Threading Machine,9,42850,97.68673421455244,specialized
Possess Working Knowledge Of ANSI/TIA/EIA,9,40000,97.68909602874065,specialized
Predictive Analytics,9,NaN,97.69145784292886,specialized
Predix,9,NaN,97.69381965711706,specialized
Prescription Filling,9,27000,97.69618147130527,specialized
Public Accounting,9,88749.5,97.69854328549347,specialized
Public Transit Systems,9,92580.85714285714,97.70090509968168,specialized
Public Transportation,9,43426.666666666664,97.70326691386988,specialized
Pumping Systems,9,30420,97.70562872805809,specialized
PuTTY,9,28500,97.70799054224629,specialized
Regression Analysis,9,76730.4,97.7103523564345,specialized
Repair Welding,9,41392,97.7127141706227,specialized
Research Design,9,31150,97.71507598481091,specialized
Retail Inventory,9,26968,97.71743779899911,specialized
Rolling Stock,9,42480,97.71979961318732,specialized
Sales Presentation,9,NaN,97.72216142737553,specialized
Security Experience,9,45000,97.72452324156373,specialized
Sentence Structure,9,63000,97.72688505575194,specialized
Shipping through FedEx,9,36908,97.72924686994014,specialized
Skin Test,9,20800,97.73160868412835,specialized
Software Defined Data Center (SDDC),9,41000,97.73397049831655,specialized
Sourcing Best Practices,9,122500,97.73633231250476,specialized
Sourcing Management,9,57460,97.73869412669296,specialized
Spring Framework,9,27000,97.74105594088117,specialized
Spring Security,9,110000,97.74341775506937,specialized
Spring Web Services,9,66700,97.74577956925758,specialized
Staffing Services Industry Knowledge,9,25032.8,97.74814138344578,specialized
Structured Query Reporter (SQR),9,51000,97.75050319763399,specialized
System Security Plans,9,78500,97.7528650118222,specialized
Syteline,9,39485,97.7552268260104,specialized
Test Results Recording,9,55760,97.7575886401986,specialized
Three Phase Electrical Systems,9,NaN,97.75995045438681,specialized
TOGAF,9,55545,97.76231226857502,specialized
Toxicity,9,58880,97.76467408276322,specialized
Transportation Engineering,9,64714.666666666664,97.76703589695143,specialized
Virtual Storage Access Method (VSAM),9,145600,97.76939771113963,specialized
Vlookup,9,50080,97.77175952532784,specialized
VMware Infrastructure,9,77666.66666666667,97.77412133951604,specialized
Warehouse Control System (WCS),9,43000,97.77648315370425,specialized
Wastewater Engineering,9,68720.1,97.77884496789245,specialized
Web Services Security,9,101000,97.78120678208066,specialized
Wood Assembly,9,27636.266666666666,97.78356859626886,specialized
Wound Care/ Treatment,9,28572.75,97.78593041045707,specialized
8D Problem Solving,8,38000,97.78802980084657,specialized
Academic Advisement,8,31986.933333333334,97.79012919123609,specialized
Account Auditing,8,42912.5,97.79222858162561,specialized
Agilent,8,NaN,97.79432797201513,specialized
Amazon CloudFront,8,NaN,97.79642736240464,specialized
Analog Circuit Design,8,NaN,97.79852675279416,specialized
Apache Groovy,8,NaN,97.80062614318368,specialized
Archival Principles,8,51875,97.8027255335732,specialized
Audio Systems,8,65000,97.8048249239627,specialized
Azure Security,8,NaN,97.80692431435222,specialized
Blood Pressure Measurement,8,NaN,97.80902370474173,specialized
Bridge Design,8,63826.2,97.81112309513125,specialized
Business Process Monitor (BPM),8,52000,97.81322248552077,specialized
Certification & Accreditation,8,72000,97.81532187591029,specialized
Charge and Disbursement Determination,8,58240,97.8174212662998,specialized
COBOL,8,145600,97.81952065668932,specialized
Color Mixing,8,38000,97.82162004707882,specialized
Complementary Metal Oxide Semiconductor (CMOS),8,27000,97.82371943746834,specialized
Construction Monitoring,8,87092,97.82581882785786,specialized
Continuity Testing,8,59500,97.82791821824738,specialized
Corporate Governance,8,NaN,97.8300176086369,specialized
Cosmetics Industry Knowledge,8,28160,97.83211699902641,specialized
Cutting in,8,25207.08,97.83421638941593,specialized
Decision Support,8,77820.42,97.83631577980545,specialized
Dell Boomi,8,NaN,97.83841517019495,specialized
Disaster Recovery Implementation,8,150000,97.84051456058447,specialized
DOM,8,NaN,97.84261395097398,specialized
Electronic Inventory Record Maintenance,8,36016,97.8447133413635,specialized
End-To-End (E2E) Cycle Time Reduction,8,NaN,97.84681273175302,specialized
Events Industry Knowledge,8,21840,97.84891212214254,specialized
File Transfer Protocol (FTP),8,69201,97.85101151253205,specialized
Financial Records Maintenance,8,50448.375,97.85311090292156,specialized
Flu Vaccination,8,52487,97.85521029331107,specialized
Freight Forwarding,8,51865.6,97.85730968370059,specialized
Gathering Engineering Design Change Data,8,39041.100000000006,97.85940907409011,specialized
General Aviation,8,75000,97.86150846447963,specialized
General Surgery,8,46000,97.86360785486914,specialized
GIAC Information Security Professional (GISP),8,60750,97.86570724525866,specialized
Ground Control,8,NaN,97.86780663564818,specialized
HHT,8,22280,97.86990602603768,specialized
IBM Cognos,8,59009.6,97.8720054164272,specialized
Ignition Systems,8,NaN,97.87410480681672,specialized
Infrared Cameras,8,NaN,97.87620419720623,specialized
Installing Video Systems,8,60000,97.87830358759575,specialized
International Shipping,8,29760,97.88040297798527,specialized
Inventory Forecasting,8,45215,97.88250236837479,specialized
Inventory Level Review,8,56160,97.8846017587643,specialized
Inventory Valuation,8,NaN,97.88670114915381,specialized
IRS Regulations,8,NaN,97.88880053954333,specialized
JDBC,8,130000,97.89089992993284,specialized
Keyhole Saws,8,40177,97.89299932032236,specialized
Lab Safety,8,41329.333333333336,97.89509871071188,specialized
Learning Management System,8,NaN,97.8971981011014,specialized
Legal Document Preparation,8,46853.333333333336,97.89929749149091,specialized
Legal Terminology,8,60000,97.90139688188043,specialized
Logstash,8,109451,97.90349627226993,specialized
Long-Term Evolution (LTE) Standard,8,10400,97.90559566265945,specialized
Managerial Accounting,8,NaN,97.90769505304897,specialized
Mapping Software,8,30176,97.90979444343849,specialized
Mascot,8,33480,97.911893833828,specialized
Materials Design,8,50324.8,97.91399322421752,specialized
Measles Mumps Rubella (MMR),8,38000,97.91609261460704,specialized
Media Buying,8,53500,97.91819200499656,specialized
Medical Records Documentation,8,NaN,97.92029139538606,specialized
Medical Records Preparation,8,60500,97.92239078577558,specialized
Meeting Facilitation,8,68720.1,97.9244901761651,specialized
Microsoft Test Manager,8,51500,97.92658956655461,specialized
Mining Engineering,8,NaN,97.92868895694413,specialized
Mulesoft,8,23400,97.93078834733365,specialized
Office Skills,8,37680,97.93288773772316,specialized
OLAS,8,74250,97.93498712811268,specialized
Opportunity Identification,8,NaN,97.93708651850218,specialized
Organizational Development,8,56194,97.9391859088917,specialized
Orthodontics,8,33112,97.94128529928122,specialized
Over The Road,8,31500,97.94338468967074,specialized
Patient Treatment,8,55299,97.94548408006025,specialized
PC Maintenance,8,41723.84,97.94758347044977,specialized
Perioperative,8,45059.333333333336,97.94968286083929,specialized
Plastic Piping,8,NaN,97.9517822512288,specialized
Plumbing Fixture Installation,8,33696,97.95388164161831,specialized
Pre-Trip / Post-Trip Vehicle Inspections,8,30771.120000000003,97.95598103200783,specialized
Prepares Data Packages,8,87327.76,97.95808042239734,specialized
Prevention Programs,8,56278,97.96017981278686,specialized
Primary Care,8,26480,97.96227920317638,specialized
Print Shop,8,26989.86666666667,97.9643785935659,specialized
Procore,8,74000,97.96647798395541,specialized
Project Finance,8,102500,97.96857737434492,specialized
Projectwise,8,63333.333333333336,97.97067676473443,specialized
Prosthesis,8,46437.75,97.97277615512395,specialized
Public Service,8,30463.066666666666,97.97487554551347,specialized
Radial Drills,8,NaN,97.97697493590299,specialized
Radiographic Testing,8,NaN,97.9790743262925,specialized
Redis,8,NaN,97.98117371668202,specialized
Refrigerant Compressors,8,NaN,97.98327310707154,specialized
Remedyforce,8,69442,97.98537249746104,specialized
Residential Carpentry,8,NaN,97.98747188785056,specialized
Resource Conservation and Recovery Act (RCRA),8,NaN,97.98957127824008,specialized
Roadway Design,8,55282.5,97.9916706686296,specialized
Sage 100,8,46988.26666666667,97.99377005901911,specialized
Sales Cycle,8,33760,97.99586944940863,specialized
Sales Planning,8,36900,97.99796883979815,specialized
Sales Reporting,8,56500,98.00006823018767,specialized
SAP Ariba,8,82000,98.00216762057717,specialized
SAP BW (Business Warehouse),8,87412,98.00426701096669,specialized
Setting Poles,8,25276,98.0063664013562,specialized
Site Investigations,8,NaN,98.00846579174572,specialized
Sourcing Support,8,62500,98.01056518213524,specialized
Strategic Communications,8,NaN,98.01266457252476,specialized
Struts,8,52851.25,98.01476396291427,specialized
System Integration Testing,8,81500,98.01686335330379,specialized
Technical Illustration,8,41480,98.0189627436933,specialized
Telematics,8,NaN,98.02106213408281,specialized
Therapist Assistance,8,26520,98.02316152447233,specialized
Toyota Production System (TPS),8,76666.66666666667,98.02526091486185,specialized
Trading Floor,8,77964.4,98.02736030525136,specialized
Transportation Logistics,8,41935,98.02945969564088,specialized
Unified Communications,8,52000,98.0315590860304,specialized
Video Cards,8,NaN,98.03365847641992,specialized
Visual Basic for Applications (VBA),8,56800,98.03575786680942,specialized
Visual Studio,8,37500,98.03785725719894,specialized
Vocational Rehabilitation,8,59298.857142857145,98.03995664758845,specialized
Web 2.0,8,NaN,98.04205603797797,specialized
Wind Power,8,40508,98.04415542836749,specialized
WinZip,8,50666.666666666664,98.046254818757,specialized
Woodworking Tools,8,29840,98.04835420914652,specialized
X-Ray Film Development,8,NaN,98.05045359953604,specialized
Ab Initio,7,NaN,98.05229056612686,specialized
ABB,7,47333.333333333336,98.05412753271769,specialized
Abuse Treatment,7,50000,98.05596449930852,specialized
Accounts Payable / Accounts Receivable,7,56813.333333333336,98.05780146589935,specialized
Accounts Payable Processing,7,45760,98.05963843249016,specialized
Accruals,7,58000,98.06147539908099,specialized
Advanced Product Quality Planning (APQP),7,NaN,98.06331236567182,specialized
Algebra II,7,NaN,98.06514933226265,specialized
Amazon Redshift,7,NaN,98.06698629885346,specialized
Art History,7,44646.666666666664,98.0688232654443,specialized
AT-06,7,72384,98.07066023203512,specialized
Automatic Call Distributor,7,NaN,98.07249719862595,specialized
Automation Test Environment,7,NaN,98.07433416521677,specialized
Biomarkers,7,31000,98.0761711318076,specialized
Blood Disorders,7,30333.333333333332,98.07800809839843,specialized
Blue Prism,7,76000,98.07984506498926,specialized
Building Science,7,61666.666666666664,98.08168203158009,specialized
Calendar Management,7,59682.666666666664,98.0835189981709,specialized
Capacity Management,7,49000,98.08535596476173,specialized
Car Audio Installation,7,35360,98.08719293135256,specialized
Casting Design,7,46666.666666666664,98.08902989794339,specialized
Cleaning Industry Knowledge,7,77012,98.0908668645342,specialized
COBIT,7,NaN,98.09270383112504,specialized
Competitive Analysis,7,NaN,98.09454079771587,specialized
Content Development,7,NaN,98.0963777643067,specialized
ControlLogix,7,NaN,98.09821473089751,specialized
Customer Information Control System (CICS),7,145600,98.10005169748834,specialized
da Vinci Surgical System,7,NaN,98.10188866407917,specialized
Data Evaluation,7,84000,98.10372563067,specialized
Desktop Publishing,7,43046.666666666664,98.10556259726081,specialized
Disease Control,7,24078.75,98.10739956385164,specialized
DODAF,7,NaN,98.10923653044247,specialized
Draft Gauges,7,30717.14285714286,98.1110734970333,specialized
Drilling Operations,7,39129.2,98.11291046362412,specialized
DSLAM,7,NaN,98.11474743021495,specialized
Dynamic Application Security Testing,7,100000,98.11658439680578,specialized
Elder Care,7,50000,98.1184213633966,specialized
Email Marketing,7,22000,98.12025832998744,specialized
Embedded Software,7,NaN,98.12209529657825,specialized
Employee Policy,7,31200,98.12393226316908,specialized
Employee Recognition,7,22000,98.12576922975991,specialized
Endotoxin,7,58880,98.12760619635074,specialized
Energy Industry,7,51500,98.12944316294156,specialized
Energy Products,7,90976.66666666667,98.13128012953239,specialized
Engineering Leadership,7,120574,98.13311709612321,specialized
Enterprise Mission Assurance Support Service,7,NaN,98.13495406271404,specialized
Equipment Monitoring,7,26480,98.13679102930486,specialized
Equipment Preparation,7,32065,98.13862799589569,specialized
ERwin,7,NaN,98.14046496248652,specialized
Facility Improvement,7,25760,98.14230192907735,specialized
Federal Information Processing Standards,7,NaN,98.14413889566816,specialized
Federal National Mortgage Association (FNMA),7,87471,98.145975862259,specialized
Film Production,7,30000,98.14781282884982,specialized
FIPS (computer program),7,NaN,98.14964979544065,specialized
Flagging Operations,7,31146.514285714286,98.15148676203148,specialized
Fortify (Software),7,13000,98.1533237286223,specialized
Fractures,7,42126.26666666666,98.15516069521313,specialized
Furniture Industry Knowledge,7,70531,98.15699766180396,specialized
Glutamine,7,58880,98.15883462839479,specialized
Google Analytics,7,49500,98.1606715949856,specialized
Hand Saws,7,29120,98.16250856157643,specialized
Health Checks,7,NaN,98.16434552816726,specialized
Historic Preservation,7,46314.85,98.16618249475809,specialized
Hydrologic Modeling,7,66500.725,98.1680194613489,specialized
Immunochemistry,7,NaN,98.16985642793973,specialized
Industrial Design,7,72800,98.17169339453056,specialized
Industrial Plumbing,7,NaN,98.1735303611214,specialized
Instrument Troubleshooting,7,54070,98.17536732771221,specialized
Insurance Industry Knowledge,7,41000,98.17720429430304,specialized
Integrated Development Environment (IDE),7,69680,98.17904126089387,specialized
